Country,Time,Total Exports Value ($US),Customs Import Value (Gen) ($US)
Mauritius,October 2018,"6,114,075","28,844,891"
Mauritius,November 2018,"3,467,767","30,259,979"
Mauritius,December 2018,"21,786,991","29,303,038"
Mauritius,January 2019,"2,052,157","27,097,103"
Mauritius,February 2019,"24,148,157","27,110,679"
Mauritius,March 2019,"3,280,056","27,097,915"
Mauritius,April 2019,"2,858,077","30,398,230"
Mauritius,May 2019,"19,181,925","27,216,818"
Mauritius,June 2019,"15,652,063","23,349,647"
Mauritius,July 2019,"2,229,783","35,197,487"
Mauritius,August 2019,"14,807,253","40,723,039"
Mauritius,September 2019,"6,349,382","31,564,328"
Mauritius,October 2019,"4,597,267","26,047,431"
Mauritius,November 2019,"4,207,576","24,700,167"
Mauritius,December 2019,"4,118,044","23,718,541"
Mayotte,January 2016,"639,472","9,053"
Mayotte,February 2016,"985,870",0
Mayotte,March 2016,"602,092",684
Mayotte,April 2016,"162,708","2,314"
Mayotte,May 2016,0,661
Mayotte,June 2016,"24,754",414
Mayotte,July 2016,"31,047","2,004"
Mayotte,August 2016,"38,800",4
Mayotte,September 2016,"3,050",541
Mayotte,October 2016,"56,042","9,158"
Mayotte,November 2016,"285,592",13
Mayotte,December 2016,0,13
Mayotte,January 2017,"16,907",0
Mayotte,February 2017,"10,833",555
Mayotte,March 2017,"12,968","12,969"
Mayotte,April 2017,"19,306","2,011"
Mayotte,May 2017,"19,641",0
Mayotte,June 2017,"51,266",56
Mayotte,July 2017,"31,244","17,969"
Mayotte,August 2017,"135,595",745
Mayotte,September 2017,"79,946","6,404"
Mayotte,October 2017,"6,406",435
Mayotte,November 2017,"51,738",240
Mayotte,December 2017,"57,257","23,806"
Mayotte,January 2018,"24,846","37,018"
Mayotte,February 2018,0,"72,831"
Mayotte,March 2018,"48,468","22,300"
Mayotte,April 2018,"91,359","16,870"
Mayotte,May 2018,"22,285","28,893"
Mayotte,June 2018,0,923
Mayotte,July 2018,"92,128","12,292"
Mayotte,August 2018,"231,771",0
Mayotte,September 2018,"181,148","4,820"
Mayotte,October 2018,"34,651",761
Mayotte,November 2018,"129,370","4,071"
Mayotte,December 2018,"13,563","18,157"
Mayotte,January 2019,"225,625","19,410"
Mayotte,February 2019,"53,344","24,633"
Mayotte,March 2019,"409,676","13,423"
Mayotte,April 2019,"77,543","51,257"
Mayotte,May 2019,"88,328","61,037"
Mayotte,June 2019,"77,368","178,026"
Mayotte,July 2019,"234,574","6,349"
Mayotte,August 2019,"227,051",42
Mayotte,September 2019,"87,190","51,539"
Mayotte,October 2019,"106,610","34,045"
Mayotte,November 2019,"38,577",0
Mayotte,December 2019,"74,678","12,775"
Mexico,January 2016,"18,045,461,091","22,337,723,342"
Mexico,February 2016,"18,130,906,896","23,121,746,528"
Mexico,March 2016,"19,294,544,003","24,692,111,632"
Mexico,April 2016,"19,362,162,670","24,985,773,651"
Mexico,May 2016,"18,991,474,630","24,761,062,479"
Mexico,June 2016,"19,456,251,329","24,809,622,976"
Mexico,July 2016,"18,347,430,648","22,944,587,756"
Mexico,August 2016,"20,033,911,349","25,544,937,654"
Mexico,September 2016,"19,719,942,704","25,122,161,150"
Mexico,October 2016,"20,209,212,737","26,358,862,675"
Mexico,November 2016,"19,566,973,130","25,358,076,600"
Mexico,December 2016,"19,070,562,716","23,463,940,217"
Mexico,January 2017,"19,653,772,296","23,458,559,937"
Mexico,February 2017,"18,230,820,576","23,806,874,965"
Mexico,March 2017,"21,038,609,833","27,920,627,811"
Mexico,April 2017,"18,935,475,483","25,017,467,801"
Mexico,May 2017,"19,909,685,319","27,032,582,237"
Mexico,June 2017,"21,402,565,774","27,153,754,084"
Mexico,July 2017,"19,848,929,206","24,514,745,410"
Mexico,August 2017,"20,886,962,722","26,924,369,870"
Mexico,September 2017,"20,170,287,449","25,731,991,377"
Mexico,October 2017,"22,131,013,081","28,572,107,216"
Mexico,November 2017,"21,744,425,227","27,481,066,952"
Mexico,December 2017,"19,656,427,659","25,052,592,836"
Mexico,January 2018,"21,434,516,255","25,850,623,720"
Mexico,February 2018,"20,375,724,745","25,825,055,095"
Mexico,March 2018,"21,964,413,428","29,828,517,802"
Mexico,April 2018,"22,529,490,228","27,964,590,115"
Mexico,May 2018,"23,038,984,599","29,278,739,481"
Mexico,June 2018,"22,247,076,877","29,424,600,479"
Mexico,July 2018,"22,911,305,890","28,089,990,737"
Mexico,August 2018,"22,560,593,068","30,922,345,636"
Mexico,September 2018,"21,660,126,867","28,998,309,765"
Mexico,October 2018,"24,747,343,537","31,650,982,657"
Mexico,November 2018,"22,954,104,128","29,475,036,317"
Mexico,December 2018,"19,521,296,476","26,963,242,858"
Mexico,January 2019,"21,972,692,205","27,678,325,955"
Mexico,February 2019,"20,250,373,794","27,611,153,038"
Mexico,March 2019,"21,784,243,104","31,263,823,015"
Mexico,April 2019,"22,300,632,958","30,379,571,242"
Mexico,May 2019,"22,566,198,593","32,075,712,356"
Mexico,June 2019,"20,599,488,790","30,473,119,354"
Mexico,July 2019,"22,145,681,841","30,088,358,721"
Mexico,August 2019,"22,045,590,099","31,012,362,592"
Mexico,September 2019,"20,654,986,836","29,522,830,183"
Mexico,October 2019,"22,315,517,113","31,056,104,241"
Mexico,November 2019,"20,940,105,737","29,192,788,566"
Mexico,December 2019,"18,994,685,176","27,616,668,018"
Micronesia,January 2016,"2,261,161","22,661"
Micronesia,February 2016,"3,138,530","77,451"
Micronesia,March 2016,"4,316,971","19,991"
Micronesia,April 2016,"4,480,687","44,250"
Micronesia,May 2016,"4,111,554","35,920"
Micronesia,June 2016,"3,422,428","34,381"
Micronesia,July 2016,"2,578,884","62,016"
Micronesia,August 2016,"4,138,315","46,171"
Micronesia,September 2016,"2,979,699","39,489"
Micronesia,October 2016,"3,565,606","20,685"
Micronesia,November 2016,"5,311,485","105,930"
Micronesia,December 2016,"2,664,880","26,990"
Micronesia,January 2017,"2,680,541","12,894"
Micronesia,February 2017,"2,997,943","37,815"
Micronesia,March 2017,"3,281,543","76,941"
Micronesia,April 2017,"2,842,828","87,295"
Micronesia,May 2017,"5,477,221","48,495"
Micronesia,June 2017,"3,208,781","36,576"
Micronesia,July 2017,"4,561,629","59,011"
Micronesia,August 2017,"3,643,787","106,690"
Micronesia,September 2017,"3,170,471","83,205"
Micronesia,October 2017,"3,924,673","81,845"
Micronesia,November 2017,"3,763,987","34,662"
Micronesia,December 2017,"5,274,144","255,291"
Micronesia,January 2018,"2,912,929","106,799"
Micronesia,February 2018,"2,893,575","65,111"
Micronesia,March 2018,"3,331,443","23,692"
Micronesia,April 2018,"3,247,972","31,968"
Micronesia,May 2018,"4,099,062","101,832"
Micronesia,June 2018,"6,608,861","35,898"
Micronesia,July 2018,"3,484,997","29,507"
Micronesia,August 2018,"3,328,158","48,879"
Micronesia,September 2018,"2,899,359","63,427"
Micronesia,October 2018,"5,443,865","93,816"
Micronesia,November 2018,"4,096,763","42,015"
Micronesia,December 2018,"4,396,043","211,183"
Micronesia,January 2019,"3,021,956","77,134"
Micronesia,February 2019,"2,827,368","84,999"
Micronesia,March 2019,"3,636,919","44,287"
Micronesia,April 2019,"4,682,880","52,243"
Micronesia,May 2019,"2,707,713","41,637"
Micronesia,June 2019,"3,604,553","38,948"
Micronesia,July 2019,"4,614,790","69,169"
Micronesia,August 2019,"3,898,960","57,396"
Micronesia,September 2019,"4,360,172","129,623"
Micronesia,October 2019,"4,728,077","385,189"
Micronesia,November 2019,"3,934,648","237,792"
Micronesia,December 2019,"3,297,672","339,399"
Moldova,January 2016,"414,117","2,662,917"
Moldova,February 2016,"1,408,800","1,717,498"
Moldova,March 2016,"2,992,418","2,509,737"
Moldova,April 2016,"773,311","2,910,059"
Moldova,May 2016,"962,844","4,236,661"
Moldova,June 2016,"557,669","4,336,994"
Moldova,July 2016,"638,524","4,031,800"
Moldova,August 2016,"936,536","3,773,305"
Moldova,September 2016,"465,935","3,100,090"
Moldova,October 2016,"1,033,868","2,639,490"
Moldova,November 2016,"521,436","3,302,732"
Moldova,December 2016,"4,290,884","2,623,193"
Moldova,January 2017,"1,461,498","2,428,282"
Moldova,February 2017,"674,351","2,529,040"
Moldova,March 2017,"1,232,341","3,266,498"
Moldova,April 2017,"2,155,553","2,838,485"
Moldova,May 2017,"1,342,433","3,063,347"
Moldova,June 2017,"1,288,044","3,247,350"
Moldova,July 2017,"1,375,040","4,054,686"
Moldova,August 2017,"1,368,707","3,676,498"
Moldova,September 2017,"2,321,019","4,524,076"
Moldova,October 2017,"1,356,106","3,220,335"
Moldova,November 2017,"1,758,612","3,490,005"
Moldova,December 2017,"1,281,060","3,727,855"
Moldova,January 2018,"1,209,120","6,279,245"
Moldova,February 2018,"921,508","3,046,168"
Moldova,March 2018,"1,458,836","4,380,800"
Moldova,April 2018,"1,592,061","4,693,654"
Moldova,May 2018,"754,636","4,750,211"
Moldova,June 2018,"982,598","6,215,652"
Moldova,July 2018,"1,111,470","6,131,393"
Moldova,August 2018,"1,167,081","3,760,961"
Moldova,September 2018,"959,192","4,789,146"
Moldova,October 2018,"864,305","3,887,057"
Moldova,November 2018,"1,244,601","3,543,244"
Moldova,December 2018,"1,154,953","3,894,101"
Moldova,January 2019,"2,985,959","3,517,691"
Moldova,February 2019,"1,001,190","4,317,597"
Moldova,March 2019,"790,212","4,331,596"
Moldova,April 2019,"5,320,233","4,211,019"
Moldova,May 2019,"728,382","5,827,462"
Moldova,June 2019,"1,487,992","5,059,972"
Moldova,July 2019,"2,125,192","5,848,759"
Moldova,August 2019,"973,660","8,632,685"
Moldova,September 2019,"1,525,746","4,478,943"
Moldova,October 2019,"960,175","7,326,823"
Moldova,November 2019,"1,419,023","6,188,211"
Moldova,December 2019,"1,198,943","4,116,871"
Monaco,January 2016,"4,217,340","2,296,938"
Monaco,February 2016,"12,579,546","2,136,626"
Monaco,March 2016,"3,649,069","1,196,057"
Monaco,April 2016,"4,595,993","1,718,058"
Monaco,May 2016,"9,209,827","5,035,382"
Monaco,June 2016,"3,325,905","3,436,649"
Monaco,July 2016,"16,822,736","2,421,573"
Monaco,August 2016,"1,983,368","1,647,315"
Monaco,September 2016,"2,385,588","5,483,823"
Monaco,October 2016,"5,071,285","12,189,506"
Monaco,November 2016,"2,616,083","2,562,998"
Monaco,December 2016,"2,785,530","2,550,627"
Monaco,January 2017,"7,554,350","2,355,115"
Monaco,February 2017,"8,142,763","2,648,329"
Monaco,March 2017,"2,992,993","1,262,663"
Monaco,April 2017,"2,083,468","12,565,623"
Monaco,May 2017,"3,386,802","4,386,972"
Monaco,June 2017,"1,836,695","2,454,128"
Monaco,July 2017,"4,370,421","6,720,491"
Monaco,August 2017,"544,164","16,397,322"
Monaco,September 2017,"1,377,855","1,992,565"
Monaco,October 2017,"2,256,010","30,821,757"
Monaco,November 2017,"3,316,959","3,503,998"
Monaco,December 2017,"4,401,092","1,845,766"
Monaco,January 2018,"1,759,653","2,308,703"
Monaco,February 2018,"11,444,891","2,282,412"
Monaco,March 2018,"97,125,809","1,770,229"
Monaco,April 2018,"5,891,649","12,348,483"
Monaco,May 2018,"2,909,977","13,480,057"
Monaco,June 2018,"6,728,787","2,811,569"
Monaco,July 2018,"8,124,471","2,274,984"
Monaco,August 2018,"2,248,685","1,533,032"
Monaco,September 2018,"33,885,567","1,915,553"
Monaco,October 2018,"1,258,721","9,645,062"
Monaco,November 2018,"4,081,955","38,209,403"
Monaco,December 2018,"53,929,749","5,675,993"
Monaco,January 2019,"10,506,199","2,640,488"
Monaco,February 2019,"9,176,221","3,951,308"
Monaco,March 2019,"2,342,253","1,757,046"
Monaco,April 2019,"1,701,685","1,498,461"
Monaco,May 2019,"7,221,193","4,790,698"
Monaco,June 2019,"10,811,446","1,012,897"
Monaco,July 2019,"2,622,344","4,426,248"
Monaco,August 2019,"1,285,691","2,691,256"
Monaco,September 2019,"1,188,329","1,477,755"
Monaco,October 2019,"23,977,224","1,807,973"
Monaco,November 2019,"1,893,813","1,048,761"
Monaco,December 2019,"3,242,057","2,136,464"
Mongolia,January 2016,"3,372,384","2,074,010"
Mongolia,February 2016,"6,933,923","727,155"
Mongolia,March 2016,"4,295,361","1,135,547"
Mongolia,April 2016,"6,713,734","1,543,546"
Mongolia,May 2016,"7,220,998","491,227"
Mongolia,June 2016,"3,399,395","1,126,424"
Mongolia,July 2016,"5,409,492","924,358"
Mongolia,August 2016,"3,884,819","1,075,243"
Mongolia,September 2016,"2,812,274","737,785"
Mongolia,October 2016,"4,128,550","548,922"
Mongolia,November 2016,"3,550,791","318,433"
Mongolia,December 2016,"3,540,269","491,174"
Mongolia,January 2017,"3,402,155","669,646"
Mongolia,February 2017,"6,318,960","229,424"
Mongolia,March 2017,"6,237,326","328,454"
Mongolia,April 2017,"8,011,780","361,618"
Mongolia,May 2017,"7,236,668","688,823"
Mongolia,June 2017,"6,341,277","353,404"
Mongolia,July 2017,"4,895,916","2,742,867"
Mongolia,August 2017,"6,194,390","554,442"
Mongolia,September 2017,"9,163,403","1,515,226"
Mongolia,October 2017,"10,399,564","575,706"
Mongolia,November 2017,"8,257,018","793,958"
Mongolia,December 2017,"5,733,905","588,803"
Mongolia,January 2018,"5,233,985","575,035"
Mongolia,February 2018,"6,957,804","978,089"
Mongolia,March 2018,"8,601,539","739,886"
Mongolia,April 2018,"7,412,913","635,873"
Mongolia,May 2018,"11,837,016","278,397"
Mongolia,June 2018,"10,374,526","970,738"
Mongolia,July 2018,"11,505,548","644,073"
Mongolia,August 2018,"17,760,249","1,316,687"
Mongolia,September 2018,"8,714,835","1,440,889"
Mongolia,October 2018,"9,167,901","722,799"
Mongolia,November 2018,"10,636,032","843,488"
Mongolia,December 2018,"12,685,727","891,355"
Mongolia,January 2019,"64,328,058","1,290,805"
Mongolia,February 2019,"7,212,024","503,090"
Mongolia,March 2019,"11,569,644","888,601"
Mongolia,April 2019,"10,834,306","667,004"
Mongolia,May 2019,"13,862,141","487,872"
Mongolia,June 2019,"12,531,083","12,814,344"
Mongolia,July 2019,"13,685,679","1,309,926"
Mongolia,August 2019,"9,076,535","1,316,987"
Mongolia,September 2019,"13,162,960","1,264,657"
Mongolia,October 2019,"13,834,041","1,457,635"
Mongolia,November 2019,"7,149,412","1,545,179"
Mongolia,December 2019,"15,602,075","1,082,219"
Montenegro,January 2016,"118,930","122,909"
Montenegro,February 2016,"390,380","232,397"
Montenegro,March 2016,"5,645,704","108,612"
Montenegro,April 2016,"1,359,962","226,270"
Montenegro,May 2016,"4,288,405","428,866"
Montenegro,June 2016,"1,186,423","312,775"
Montenegro,July 2016,"1,007,808","92,877"
Montenegro,August 2016,"959,872","53,580"
Montenegro,September 2016,"340,305","143,696"
Montenegro,October 2016,"459,194","44,116"
Montenegro,November 2016,"615,450","138,422"
Montenegro,December 2016,"338,894","43,352"
Montenegro,January 2017,"235,338","50,962"
Montenegro,February 2017,"281,792","41,048"
Montenegro,March 2017,"522,247","180,601"
Montenegro,April 2017,"1,308,266","227,733"
Montenegro,May 2017,"1,247,787","166,160"
Montenegro,June 2017,"1,488,123","230,901"
Montenegro,July 2017,"423,333","337,454"
Montenegro,August 2017,"809,445","136,887"
Montenegro,September 2017,"449,097","47,720"
Montenegro,October 2017,"851,758","188,511"
Montenegro,November 2017,"601,200","362,521"
Montenegro,December 2017,"930,332","572,180"
Montenegro,January 2018,"585,174","265,925"
Montenegro,February 2018,"536,154","369,431"
Montenegro,March 2018,"4,583,100","246,159"
Montenegro,April 2018,"9,449,887","43,795"
Montenegro,May 2018,"1,264,698","230,082"
Montenegro,June 2018,"5,076,716","365,009"
Montenegro,July 2018,"1,685,060","1,801,989"
Montenegro,August 2018,"29,088,181","99,085"
Montenegro,September 2018,"7,139,725","149,448"
Montenegro,October 2018,"994,129","310,227"
Montenegro,November 2018,"2,587,374","285,675"
Montenegro,December 2018,"701,186","166,237"
Montenegro,January 2019,"546,757","496,503"
Montenegro,February 2019,"151,718","149,346"
Montenegro,March 2019,"633,473","155,158"
Montenegro,April 2019,"996,936","303,781"
Montenegro,May 2019,"1,307,572","185,359"
Montenegro,June 2019,"728,590","368,214"
Montenegro,July 2019,"897,843","272,593"
Montenegro,August 2019,"1,562,717","208,763"
Montenegro,September 2019,"1,736,793","265,856"
Montenegro,October 2019,"713,549","233,682"
Montenegro,November 2019,"8,190,724","271,827"
Montenegro,December 2019,"928,562","132,714"
Montserrat,January 2016,"291,305","76,697"
Montserrat,February 2016,"602,886","26,713"
Montserrat,March 2016,"1,521,934","8,204"
Montserrat,April 2016,"546,623","27,830"
Montserrat,May 2016,"895,486","9,869"
Montserrat,June 2016,"762,569","250,651"
Montserrat,July 2016,"520,915","9,098"
Montserrat,August 2016,"371,835","114,597"
Montserrat,September 2016,"961,619","2,602"
Montserrat,October 2016,"916,781","37,341"
Montserrat,November 2016,"761,896","76,156"
Montserrat,December 2016,"1,331,424","69,750"
Montserrat,January 2017,"998,473","79,438"
Montserrat,February 2017,"572,265","9,596"
Montserrat,March 2017,"776,074","14,488"
Montserrat,April 2017,"486,557","355,307"
Montserrat,May 2017,"429,191","15,665"
Montserrat,June 2017,"880,327","55,088"
Montserrat,July 2017,"524,004","72,046"
Montserrat,August 2017,"1,123,782","161,499"
Montserrat,September 2017,"921,625","135,781"
Montserrat,October 2017,"1,188,127","26,857"
Montserrat,November 2017,"755,846","66,103"
Montserrat,December 2017,"1,051,838","17,010"
Montserrat,January 2018,"663,829","582,157"
Montserrat,February 2018,"2,071,758","39,884"
Montserrat,March 2018,"2,793,101","38,106"
Montserrat,April 2018,"899,574","15,188"
Montserrat,May 2018,"1,499,275","128,588"
Montserrat,June 2018,"448,854","37,864"
Montserrat,July 2018,"572,797","65,694"
Montserrat,August 2018,"785,387","57,515"
Montserrat,September 2018,"832,107","214,017"
Montserrat,October 2018,"3,299,166","88,539"
Montserrat,November 2018,"1,771,019","32,593"
Montserrat,December 2018,"1,876,280","23,413"
Montserrat,January 2019,"1,247,284","112,884"
Montserrat,February 2019,"1,882,041","501,798"
Montserrat,March 2019,"538,755","142,296"
Montserrat,April 2019,"1,103,248","9,412"
Montserrat,May 2019,"1,856,028","76,577"
Montserrat,June 2019,"1,279,628","78,999"
Montserrat,July 2019,"1,446,788","262,714"
