Country,Time,Total Exports Value ($US),Customs Import Value (Gen) ($US)
Trinidad and Tobago,November 2018,"194,852,163","223,584,599"
Trinidad and Tobago,December 2018,"169,684,638","457,889,033"
Trinidad and Tobago,January 2019,"218,131,478","357,509,458"
Trinidad and Tobago,February 2019,"204,561,743","289,617,408"
Trinidad and Tobago,March 2019,"209,768,236","384,877,875"
Trinidad and Tobago,April 2019,"172,757,458","310,640,590"
Trinidad and Tobago,May 2019,"226,454,890","270,442,798"
Trinidad and Tobago,June 2019,"324,588,078","246,930,539"
Trinidad and Tobago,July 2019,"209,574,238","343,454,378"
Trinidad and Tobago,August 2019,"281,258,556","213,586,065"
Trinidad and Tobago,September 2019,"231,511,089","210,440,007"
Trinidad and Tobago,October 2019,"215,120,779","217,990,211"
Trinidad and Tobago,November 2019,"282,088,506","275,421,359"
Trinidad and Tobago,December 2019,"224,797,695","305,324,943"
Tunisia,January 2016,"33,646,926","32,867,607"
Tunisia,February 2016,"62,923,962","34,944,611"
Tunisia,March 2016,"23,781,053","39,877,176"
Tunisia,April 2016,"26,085,336","35,544,642"
Tunisia,May 2016,"52,274,132","37,157,486"
Tunisia,June 2016,"55,494,604","33,421,391"
Tunisia,July 2016,"39,903,927","39,336,748"
Tunisia,August 2016,"68,488,331","28,333,990"
Tunisia,September 2016,"31,383,537","24,389,681"
Tunisia,October 2016,"44,930,050","36,023,627"
Tunisia,November 2016,"47,370,443","26,546,994"
Tunisia,December 2016,"40,672,550","23,607,624"
Tunisia,January 2017,"79,800,567","26,362,219"
Tunisia,February 2017,"19,682,722","29,019,896"
Tunisia,March 2017,"52,897,553","67,918,854"
Tunisia,April 2017,"37,176,918","33,037,600"
Tunisia,May 2017,"48,488,419","37,691,479"
Tunisia,June 2017,"44,721,505","36,804,674"
Tunisia,July 2017,"28,196,840","36,298,575"
Tunisia,August 2017,"49,889,901","62,261,517"
Tunisia,September 2017,"22,836,132","30,135,823"
Tunisia,October 2017,"55,674,544","30,749,725"
Tunisia,November 2017,"73,985,374","28,303,396"
Tunisia,December 2017,"31,101,289","42,739,937"
Tunisia,January 2018,"42,567,531","46,815,771"
Tunisia,February 2018,"32,570,724","82,102,268"
Tunisia,March 2018,"37,313,983","56,646,819"
Tunisia,April 2018,"66,464,475","66,903,928"
Tunisia,May 2018,"53,097,311","52,946,838"
Tunisia,June 2018,"47,462,685","46,589,091"
Tunisia,July 2018,"42,862,098","42,878,458"
Tunisia,August 2018,"42,765,437","109,265,333"
Tunisia,September 2018,"57,806,364","31,621,440"
Tunisia,October 2018,"44,887,584","41,654,460"
Tunisia,November 2018,"61,763,835","34,140,346"
Tunisia,December 2018,"67,833,353","37,728,265"
Tunisia,January 2019,"40,238,827","41,861,634"
Tunisia,February 2019,"21,917,393","41,054,856"
Tunisia,March 2019,"49,428,054","39,610,898"
Tunisia,April 2019,"60,075,857","48,980,662"
Tunisia,May 2019,"30,723,777","43,089,609"
Tunisia,June 2019,"44,850,105","34,891,224"
Tunisia,July 2019,"31,333,086","40,482,201"
Tunisia,August 2019,"21,350,707","35,330,519"
Tunisia,September 2019,"25,842,486","29,581,618"
Tunisia,October 2019,"34,526,539","35,409,549"
Tunisia,November 2019,"42,906,837","35,801,535"
Tunisia,December 2019,"57,463,292","43,804,303"
Turkey,January 2016,"719,124,898","647,704,480"
Turkey,February 2016,"689,791,130","638,746,509"
Turkey,March 2016,"895,393,253","715,647,493"
Turkey,April 2016,"881,630,769","637,376,082"
Turkey,May 2016,"1,165,893,067","675,354,730"
Turkey,June 2016,"1,109,073,199","714,937,332"
Turkey,July 2016,"614,933,989","717,223,285"
Turkey,August 2016,"604,184,251","631,320,268"
Turkey,September 2016,"632,747,123","618,791,486"
Turkey,October 2016,"714,464,694","694,459,009"
Turkey,November 2016,"621,567,952","703,547,985"
Turkey,December 2016,"705,427,674","639,942,846"
Turkey,January 2017,"625,174,865","721,127,478"
Turkey,February 2017,"677,718,792","639,815,246"
Turkey,March 2017,"840,217,126","756,441,065"
Turkey,April 2017,"754,275,480","790,412,576"
Turkey,May 2017,"1,040,408,710","837,533,225"
Turkey,June 2017,"756,453,276","846,399,125"
Turkey,July 2017,"761,692,997","834,474,227"
Turkey,August 2017,"725,221,973","770,788,973"
Turkey,September 2017,"810,410,798","731,668,095"
Turkey,October 2017,"741,299,341","867,941,777"
Turkey,November 2017,"956,816,413","811,435,837"
Turkey,December 2017,"1,082,759,608","777,423,730"
Turkey,January 2018,"824,489,816","850,553,996"
Turkey,February 2018,"748,657,371","672,669,693"
Turkey,March 2018,"959,871,103","884,044,209"
Turkey,April 2018,"896,983,185","906,366,917"
Turkey,May 2018,"887,512,381","841,205,192"
Turkey,June 2018,"800,296,158","894,932,341"
Turkey,July 2018,"881,058,395","893,509,010"
Turkey,August 2018,"775,413,614","930,341,844"
Turkey,September 2018,"921,186,798","764,731,566"
Turkey,October 2018,"644,509,866","939,373,068"
Turkey,November 2018,"1,012,521,518","841,789,404"
Turkey,December 2018,"901,544,659","887,957,947"
Turkey,January 2019,"630,783,647","942,208,954"
Turkey,February 2019,"886,569,395","712,599,172"
Turkey,March 2019,"883,907,574","922,003,152"
Turkey,April 2019,"700,056,080","840,365,739"
Turkey,May 2019,"841,378,526","913,313,266"
Turkey,June 2019,"1,010,140,622","803,139,447"
Turkey,July 2019,"1,134,784,619","887,030,069"
Turkey,August 2019,"840,860,464","991,227,199"
Turkey,September 2019,"769,049,991","950,588,683"
Turkey,October 2019,"775,188,681","904,506,413"
Turkey,November 2019,"744,009,424","903,487,771"
Turkey,December 2019,"816,103,487","860,399,057"
Turkmenistan,January 2016,"4,275,063","696,742"
Turkmenistan,February 2016,"1,506,741","623,886"
Turkmenistan,March 2016,"6,645,176","582,327"
Turkmenistan,April 2016,"3,067,658","1,080,628"
Turkmenistan,May 2016,"5,024,524","775,074"
Turkmenistan,June 2016,"2,270,779","1,092,253"
Turkmenistan,July 2016,"2,765,840","1,021,677"
Turkmenistan,August 2016,"7,010,449","3,079,849"
Turkmenistan,September 2016,"65,570,643","1,542,245"
Turkmenistan,October 2016,"2,562,138","1,177,426"
Turkmenistan,November 2016,"3,009,534","665,146"
Turkmenistan,December 2016,"2,494,659","5,493,004"
Turkmenistan,January 2017,"1,536,511","557,017"
Turkmenistan,February 2017,"91,390,758","701,465"
Turkmenistan,March 2017,"4,526,154","575,207"
Turkmenistan,April 2017,"17,963,149","2,205,512"
Turkmenistan,May 2017,"14,042,088","629,933"
Turkmenistan,June 2017,"90,771,349","1,011,657"
Turkmenistan,July 2017,"43,643,930","1,071,019"
Turkmenistan,August 2017,"3,161,017","378,657"
Turkmenistan,September 2017,"3,931,360","2,993,687"
Turkmenistan,October 2017,"3,475,013","2,591,270"
Turkmenistan,November 2017,"1,990,798","776,896"
Turkmenistan,December 2017,"5,746,817","323,958"
Turkmenistan,January 2018,"1,626,932","362,539"
Turkmenistan,February 2018,"1,088,875","686,369"
Turkmenistan,March 2018,"1,135,901","1,123,377"
Turkmenistan,April 2018,"4,527,246","3,165,740"
Turkmenistan,May 2018,"1,416,815","412,867"
Turkmenistan,June 2018,"532,320","135,148"
Turkmenistan,July 2018,"1,386,227","416,820"
Turkmenistan,August 2018,"3,482,860","2,871,883"
Turkmenistan,September 2018,"1,360,362","1,485,406"
Turkmenistan,October 2018,"2,064,132","90,493"
Turkmenistan,November 2018,"3,466,623","248,135"
Turkmenistan,December 2018,"8,814,611","541,449"
Turkmenistan,January 2019,"3,516,110","12,654,575"
Turkmenistan,February 2019,"2,726,361","1,803,609"
Turkmenistan,March 2019,"1,927,404","10,526"
Turkmenistan,April 2019,"1,684,398","376,720"
Turkmenistan,May 2019,"2,821,826","260,334"
Turkmenistan,June 2019,"2,222,052","452,397"
Turkmenistan,July 2019,"1,692,251","219,148"
Turkmenistan,August 2019,"2,537,006","199,462"
Turkmenistan,September 2019,"2,053,903","42,767"
Turkmenistan,October 2019,"4,380,449","73,056"
Turkmenistan,November 2019,"1,502,812","61,175"
Turkmenistan,December 2019,"1,200,966","78,855"
Turks and Caicos Islands,January 2016,"21,417,362","327,989"
Turks and Caicos Islands,February 2016,"18,953,460","805,770"
Turks and Caicos Islands,March 2016,"22,082,492","4,307,736"
Turks and Caicos Islands,April 2016,"29,243,402","1,459,373"
Turks and Caicos Islands,May 2016,"24,402,022","867,208"
Turks and Caicos Islands,June 2016,"21,983,447","483,524"
Turks and Caicos Islands,July 2016,"30,794,329","680,486"
Turks and Caicos Islands,August 2016,"24,116,785","252,672"
Turks and Caicos Islands,September 2016,"21,190,306","858,956"
Turks and Caicos Islands,October 2016,"20,484,767","574,052"
Turks and Caicos Islands,November 2016,"29,629,219","996,627"
Turks and Caicos Islands,December 2016,"32,306,147","786,502"
Turks and Caicos Islands,January 2017,"20,405,643","621,950"
Turks and Caicos Islands,February 2017,"23,753,189","1,349,470"
Turks and Caicos Islands,March 2017,"28,736,596","792,145"
Turks and Caicos Islands,April 2017,"24,999,354","1,417,741"
Turks and Caicos Islands,May 2017,"26,054,777","259,310"
Turks and Caicos Islands,June 2017,"28,603,203","257,176"
Turks and Caicos Islands,July 2017,"24,177,234","387,770"
Turks and Caicos Islands,August 2017,"28,543,101","509,057"
Turks and Caicos Islands,September 2017,"31,314,960","360,773"
Turks and Caicos Islands,October 2017,"42,178,565","748,312"
Turks and Caicos Islands,November 2017,"45,373,762","212,957"
Turks and Caicos Islands,December 2017,"45,714,041","1,517,113"
Turks and Caicos Islands,January 2018,"35,867,133","747,153"
Turks and Caicos Islands,February 2018,"29,729,869","512,451"
Turks and Caicos Islands,March 2018,"34,525,338","1,101,874"
Turks and Caicos Islands,April 2018,"29,187,884","792,647"
Turks and Caicos Islands,May 2018,"30,373,424","867,802"
Turks and Caicos Islands,June 2018,"29,125,539","760,152"
Turks and Caicos Islands,July 2018,"26,658,040","589,622"
Turks and Caicos Islands,August 2018,"32,980,179","707,751"
Turks and Caicos Islands,September 2018,"22,107,191","673,219"
Turks and Caicos Islands,October 2018,"27,515,800","733,497"
Turks and Caicos Islands,November 2018,"31,390,646","1,096,517"
Turks and Caicos Islands,December 2018,"26,947,972","647,897"
Turks and Caicos Islands,January 2019,"30,159,573","326,041"
Turks and Caicos Islands,February 2019,"24,582,725","494,336"
Turks and Caicos Islands,March 2019,"29,444,312","690,082"
Turks and Caicos Islands,April 2019,"26,548,867","470,461"
Turks and Caicos Islands,May 2019,"27,837,710","197,244"
Turks and Caicos Islands,June 2019,"26,847,947","453,209"
Turks and Caicos Islands,July 2019,"28,430,795","465,089"
Turks and Caicos Islands,August 2019,"33,084,520","382,229"
Turks and Caicos Islands,September 2019,"23,099,716","637,279"
Turks and Caicos Islands,October 2019,"26,520,791","680,366"
Turks and Caicos Islands,November 2019,"38,494,257","434,053"
Turks and Caicos Islands,December 2019,"31,334,249","471,910"
Tuvalu,January 2016,"50,018","4,408"
Tuvalu,February 2016,"145,119",261
Tuvalu,March 2016,"7,302","10,415"
Tuvalu,April 2016,"13,407","1,125"
Tuvalu,May 2016,"78,683","2,498"
Tuvalu,June 2016,"17,638","4,164"
Tuvalu,July 2016,"50,966","13,224"
Tuvalu,August 2016,"18,064",542
Tuvalu,September 2016,"8,790",902
Tuvalu,October 2016,"76,356","14,075"
Tuvalu,November 2016,0,"1,369"
Tuvalu,December 2016,"673,198","5,136"
Tuvalu,January 2017,"67,163","1,635"
Tuvalu,February 2017,"71,855","6,031"
Tuvalu,March 2017,"138,587","14,875"
Tuvalu,April 2017,"14,454","12,465"
Tuvalu,May 2017,"82,372","83,447"
Tuvalu,June 2017,"66,234","7,058"
Tuvalu,July 2017,"56,888","5,059"
Tuvalu,August 2017,"42,570","42,311"
Tuvalu,September 2017,"40,011","12,272"
Tuvalu,October 2017,"122,339","10,872"
Tuvalu,November 2017,"69,291","9,797"
Tuvalu,December 2017,"24,392","2,058"
Tuvalu,January 2018,"71,183",2
Tuvalu,February 2018,"159,078","6,317"
Tuvalu,March 2018,"95,390","5,117"
Tuvalu,April 2018,"64,042",607
Tuvalu,May 2018,0,"51,757"
Tuvalu,June 2018,"460,953",998
Tuvalu,July 2018,"37,108","12,374"
Tuvalu,August 2018,"74,015","4,330"
Tuvalu,September 2018,"179,084",0
Tuvalu,October 2018,"52,432","16,570"
Tuvalu,November 2018,"70,703",737
Tuvalu,December 2018,"95,016",224
Tuvalu,January 2019,"5,636","37,028"
Tuvalu,February 2019,"61,242",0
Tuvalu,March 2019,"17,398","33,761"
Tuvalu,April 2019,"49,678","4,564"
Tuvalu,May 2019,"27,257","5,415"
Tuvalu,June 2019,"53,605","37,834"
Tuvalu,July 2019,"142,507","20,655"
Tuvalu,August 2019,"83,128","11,466"
Tuvalu,September 2019,"182,000",0
Tuvalu,October 2019,"82,878","3,252"
Tuvalu,November 2019,"55,250",0
Tuvalu,December 2019,"71,804","1,295"
Uganda,January 2016,"3,513,147","5,741,143"
Uganda,February 2016,"5,299,471","4,157,828"
Uganda,March 2016,"6,623,818","6,639,822"
Uganda,April 2016,"5,402,496","4,871,767"
Uganda,May 2016,"7,541,667","4,002,218"
Uganda,June 2016,"5,334,453","5,150,907"
Uganda,July 2016,"5,971,493","2,101,379"
Uganda,August 2016,"6,322,725","2,826,918"
Uganda,September 2016,"5,291,116","3,954,034"
Uganda,October 2016,"4,405,468","2,311,097"
Uganda,November 2016,"5,091,986","4,870,472"
Uganda,December 2016,"8,262,070","4,860,602"
Uganda,January 2017,"4,707,881","6,264,888"
Uganda,February 2017,"7,398,573","5,894,750"
Uganda,March 2017,"4,171,970","5,863,755"
Uganda,April 2017,"6,900,163","4,677,124"
Uganda,May 2017,"5,513,429","6,392,909"
Uganda,June 2017,"5,758,383","8,772,425"
Uganda,July 2017,"4,515,710","3,684,960"
Uganda,August 2017,"5,580,512","10,379,226"
Uganda,September 2017,"4,753,953","7,382,494"
Uganda,October 2017,"8,119,594","6,089,638"
Uganda,November 2017,"40,712,192","4,273,384"
Uganda,December 2017,"9,737,264","7,926,051"
Uganda,January 2018,"6,553,518","6,304,853"
Uganda,February 2018,"5,583,110","6,857,459"
Uganda,March 2018,"7,055,115","6,822,748"
Uganda,April 2018,"7,561,186","5,483,948"
Uganda,May 2018,"7,943,181","4,479,450"
Uganda,June 2018,"7,029,585","5,619,324"
Uganda,July 2018,"6,006,456","6,252,767"
Uganda,August 2018,"4,184,792","6,213,573"
Uganda,September 2018,"10,378,729","4,869,392"
Uganda,October 2018,"12,367,246","3,328,062"
Uganda,November 2018,"5,433,811","6,299,147"
Uganda,December 2018,"7,410,809","6,374,755"
Uganda,January 2019,"3,608,898","4,597,516"
Uganda,February 2019,"12,986,120","3,819,353"
Uganda,March 2019,"17,476,488","7,877,431"
Uganda,April 2019,"4,836,798","8,096,896"
Uganda,May 2019,"6,481,361","6,792,693"
Uganda,June 2019,"6,066,788","7,369,789"
Uganda,July 2019,"8,817,418","6,678,448"
Uganda,August 2019,"6,250,363","6,981,165"
Uganda,September 2019,"6,641,034","7,024,433"
Uganda,October 2019,"10,013,069","5,656,111"
Uganda,November 2019,"9,237,204","10,630,645"
Uganda,December 2019,"11,893,374","4,912,923"
Ukraine,January 2016,"65,866,844","42,894,422"
Ukraine,February 2016,"85,109,325","38,941,713"
Ukraine,March 2016,"97,841,330","45,314,200"
Ukraine,April 2016,"75,048,431","53,153,181"
Ukraine,May 2016,"72,032,231","47,086,296"
Ukraine,June 2016,"70,877,854","40,327,600"
Ukraine,July 2016,"127,338,390","50,915,405"
Ukraine,August 2016,"73,412,285","103,286,246"
Ukraine,September 2016,"76,674,392","42,264,624"
Ukraine,October 2016,"78,195,890","45,176,843"
Ukraine,November 2016,"120,425,738","39,276,378"
Ukraine,December 2016,"133,862,328","29,587,442"
Ukraine,January 2017,"91,958,136","81,654,835"
Ukraine,February 2017,"156,870,588","73,641,972"
Ukraine,March 2017,"168,158,300","83,452,937"
Ukraine,April 2017,"169,100,496","77,769,031"
Ukraine,May 2017,"111,025,772","74,530,623"
Ukraine,June 2017,"143,632,579","96,614,743"
Ukraine,July 2017,"119,447,726","131,639,399"
Ukraine,August 2017,"155,039,822","79,845,832"
Ukraine,September 2017,"144,130,226","72,787,617"
Ukraine,October 2017,"144,543,255","105,672,237"
Ukraine,November 2017,"163,243,379","100,763,051"
Ukraine,December 2017,"221,188,582","41,583,298"
Ukraine,January 2018,"147,367,973","93,602,247"
Ukraine,February 2018,"161,391,272","106,624,779"
Ukraine,March 2018,"218,912,456","77,357,275"
Ukraine,April 2018,"307,064,048","100,575,430"
Ukraine,May 2018,"207,373,891","172,562,848"
Ukraine,June 2018,"156,175,926","104,456,473"
Ukraine,July 2018,"167,054,203","130,448,282"
Ukraine,August 2018,"154,527,875","116,579,399"
Ukraine,September 2018,"244,317,350","104,373,869"
Ukraine,October 2018,"231,571,153","122,487,921"
Ukraine,November 2018,"230,542,395","115,139,066"
Ukraine,December 2018,"260,699,399","107,768,228"
Ukraine,January 2019,"223,779,694","133,467,596"
Ukraine,February 2019,"174,278,254","100,015,374"
Ukraine,March 2019,"208,807,561","130,616,612"
Ukraine,April 2019,"248,986,431","102,199,192"
Ukraine,May 2019,"171,887,559","120,004,916"
Ukraine,June 2019,"165,393,669","121,086,472"
Ukraine,July 2019,"183,618,178","117,811,455"
Ukraine,August 2019,"194,271,201","89,760,748"
Ukraine,September 2019,"177,156,717","83,781,550"
Ukraine,October 2019,"166,279,236","109,327,061"
Ukraine,November 2019,"245,183,404","100,808,943"
Ukraine,December 2019,"195,151,164","86,907,330"
United Arab Emirates,January 2016,"1,655,384,907","232,274,398"
United Arab Emirates,February 2016,"1,994,548,775","241,329,132"
United Arab Emirates,March 2016,"2,128,322,668","404,728,164"
United Arab Emirates,April 2016,"1,832,777,412","231,333,687"
United Arab Emirates,May 2016,"1,720,023,032","234,852,559"
United Arab Emirates,June 2016,"1,876,106,176","305,580,846"
United Arab Emirates,July 2016,"2,175,710,719","274,211,645"
United Arab Emirates,August 2016,"1,391,858,396","266,965,967"
United Arab Emirates,September 2016,"1,854,651,597","293,331,869"
United Arab Emirates,October 2016,"1,747,806,447","220,634,795"
United Arab Emirates,November 2016,"1,925,305,581","398,592,386"
United Arab Emirates,December 2016,"2,081,974,953","266,780,549"
United Arab Emirates,January 2017,"1,416,842,261","378,773,091"
United Arab Emirates,February 2017,"1,694,307,413","318,090,064"
United Arab Emirates,March 2017,"2,055,064,329","456,059,798"
United Arab Emirates,April 2017,"1,510,713,143","355,627,540"
United Arab Emirates,May 2017,"1,559,778,429","395,244,353"
United Arab Emirates,June 2017,"1,764,441,582","332,531,407"
United Arab Emirates,July 2017,"1,393,357,105","295,924,950"
United Arab Emirates,August 2017,"1,516,699,611","283,515,180"
United Arab Emirates,September 2017,"1,756,584,433","348,824,488"
United Arab Emirates,October 2017,"1,408,142,391","352,058,702"
United Arab Emirates,November 2017,"1,841,803,254","374,005,237"
United Arab Emirates,December 2017,"2,160,827,361","352,400,605"
United Arab Emirates,January 2018,"1,176,376,128","289,367,781"
United Arab Emirates,February 2018,"1,356,092,823","357,102,896"
United Arab Emirates,March 2018,"1,463,445,198","495,541,389"
United Arab Emirates,April 2018,"1,661,896,054","398,615,447"
United Arab Emirates,May 2018,"1,733,969,062","393,092,558"
United Arab Emirates,June 2018,"1,725,260,622","488,390,849"
United Arab Emirates,July 2018,"1,384,393,678","377,506,308"
United Arab Emirates,August 2018,"1,670,712,167","397,114,999"
United Arab Emirates,September 2018,"1,280,413,539","479,215,629"
United Arab Emirates,October 2018,"1,590,542,683","469,693,254"
United Arab Emirates,November 2018,"2,186,352,287","461,016,275"
United Arab Emirates,December 2018,"2,267,673,239","392,508,685"
United Arab Emirates,January 2019,"1,485,165,441","357,284,464"
United Arab Emirates,February 2019,"1,836,183,786","325,388,264"
United Arab Emirates,March 2019,"1,692,219,810","273,991,307"
United Arab Emirates,April 2019,"1,423,549,227","342,186,953"
United Arab Emirates,May 2019,"1,931,775,495","422,879,810"
United Arab Emirates,June 2019,"1,605,825,684","510,946,166"
United Arab Emirates,July 2019,"1,343,558,858","397,172,201"
United Arab Emirates,August 2019,"1,450,304,506","324,064,607"
United Arab Emirates,September 2019,"1,950,941,951","486,406,338"
United Arab Emirates,October 2019,"1,691,866,605","338,204,839"
United Arab Emirates,November 2019,"1,824,494,957","291,442,374"
United Arab Emirates,December 2019,"1,738,749,520","277,169,804"
United Kingdom,January 2016,"3,876,626,557","3,661,173,658"
United Kingdom,February 2016,"4,198,567,882","4,451,404,301"
United Kingdom,March 2016,"5,260,383,281","4,868,905,676"
United Kingdom,April 2016,"5,037,216,824","4,441,931,763"
United Kingdom,May 2016,"4,246,616,609","4,524,786,086"
United Kingdom,June 2016,"5,018,188,474","4,920,675,016"
United Kingdom,July 2016,"4,547,451,269","4,155,177,684"
United Kingdom,August 2016,"4,647,310,721","4,403,707,456"
United Kingdom,September 2016,"5,201,659,422","4,347,655,050"
United Kingdom,October 2016,"4,585,220,798","5,080,636,273"
United Kingdom,November 2016,"4,298,355,305","4,642,454,227"
United Kingdom,December 2016,"4,279,893,883","4,767,857,009"
United Kingdom,January 2017,"3,734,497,534","4,335,258,630"
United Kingdom,February 2017,"4,388,417,515","3,927,743,028"
United Kingdom,March 2017,"4,949,314,479","4,656,812,882"
United Kingdom,April 2017,"4,628,772,137","4,424,585,623"
United Kingdom,May 2017,"5,040,529,164","4,619,615,670"
United Kingdom,June 2017,"4,650,334,538","4,296,862,261"
United Kingdom,July 2017,"4,040,116,513","4,240,759,846"
United Kingdom,August 2017,"4,551,564,072","3,942,707,214"
United Kingdom,September 2017,"5,509,957,415","4,276,247,992"
United Kingdom,October 2017,"5,048,063,083","5,023,445,519"
United Kingdom,November 2017,"4,839,932,247","4,768,136,933"
United Kingdom,December 2017,"4,880,929,232","4,766,882,049"
United Kingdom,January 2018,"4,830,944,366","4,550,247,707"
United Kingdom,February 2018,"5,700,790,806","4,942,218,496"
United Kingdom,March 2018,"6,839,406,017","5,159,232,718"
United Kingdom,April 2018,"5,700,991,583","4,934,245,651"
United Kingdom,May 2018,"5,750,416,436","5,060,730,268"
United Kingdom,June 2018,"5,351,190,644","4,595,642,719"
United Kingdom,July 2018,"4,923,350,124","4,818,295,948"
United Kingdom,August 2018,"4,918,645,949","4,958,048,059"
United Kingdom,September 2018,"5,482,519,141","4,978,877,560"
United Kingdom,October 2018,"5,550,635,929","6,059,505,398"
United Kingdom,November 2018,"5,937,780,892","5,336,361,483"
United Kingdom,December 2018,"5,467,813,054","5,303,915,876"
United Kingdom,January 2019,"5,889,932,616","4,311,147,734"
United Kingdom,February 2019,"6,032,493,614","4,898,680,404"
United Kingdom,March 2019,"6,113,981,160","5,833,452,007"
United Kingdom,April 2019,"5,347,678,809","5,830,314,103"
United Kingdom,May 2019,"5,323,116,059","5,323,360,215"
United Kingdom,June 2019,"5,386,597,612","4,812,392,190"
United Kingdom,July 2019,"5,299,986,652","5,635,682,758"
United Kingdom,August 2019,"5,871,063,008","5,149,443,552"
United Kingdom,September 2019,"5,858,654,241","5,018,740,930"
United Kingdom,October 2019,"6,059,772,007","5,758,389,430"
United Kingdom,November 2019,"6,313,643,454","5,070,129,950"
United Kingdom,December 2019,"5,580,880,487","5,577,697,609"
Uruguay,January 2016,"89,443,461","42,779,567"
Uruguay,February 2016,"81,390,426","39,062,867"
Uruguay,March 2016,"80,547,218","39,725,936"
Uruguay,April 2016,"91,139,230","40,063,378"
Uruguay,May 2016,"81,127,275","47,315,272"
Uruguay,June 2016,"88,740,894","47,431,706"
Uruguay,July 2016,"109,849,907","45,445,936"
Uruguay,August 2016,"84,326,412","54,405,728"
Uruguay,September 2016,"109,577,960","40,354,102"
Uruguay,October 2016,"94,234,108","39,146,480"
Uruguay,November 2016,"84,987,001","52,771,894"
Uruguay,December 2016,"119,021,136","45,537,604"
Uruguay,January 2017,"108,431,200","37,501,944"
Uruguay,February 2017,"114,710,783","75,775,222"
Uruguay,March 2017,"151,082,951","35,351,943"
Uruguay,April 2017,"193,873,460","47,483,875"
Uruguay,May 2017,"212,509,127","51,611,232"
Uruguay,June 2017,"100,733,166","48,775,834"
Uruguay,July 2017,"141,342,310","54,122,012"
Uruguay,August 2017,"115,993,208","63,840,978"
Uruguay,September 2017,"115,866,204","48,617,472"
Uruguay,October 2017,"128,590,372","43,671,693"
Uruguay,November 2017,"105,936,671","36,834,880"
Uruguay,December 2017,"98,609,994","40,434,593"
Uruguay,January 2018,"98,358,706","36,297,744"
Uruguay,February 2018,"79,430,992","27,001,674"
Uruguay,March 2018,"114,808,403","44,114,648"
Uruguay,April 2018,"126,182,515","48,616,907"
Uruguay,May 2018,"105,237,594","47,372,560"
Uruguay,June 2018,"110,278,488","30,131,000"
Uruguay,July 2018,"101,521,727","64,438,920"
Uruguay,August 2018,"162,619,276","49,339,942"
Uruguay,September 2018,"102,427,162","36,041,823"
Uruguay,October 2018,"114,699,934","47,097,704"
Uruguay,November 2018,"98,116,812","37,352,999"
Uruguay,December 2018,"170,583,741","40,240,912"
Uruguay,January 2019,"93,401,073","42,710,306"
Uruguay,February 2019,"91,441,456","29,937,345"
Uruguay,March 2019,"175,262,707","41,643,235"
Uruguay,April 2019,"100,569,013","50,323,481"
Uruguay,May 2019,"167,005,511","52,975,508"
Uruguay,June 2019,"124,583,151","46,157,018"
Uruguay,July 2019,"157,969,450","52,651,322"
Uruguay,August 2019,"135,898,174","38,154,840"
Uruguay,September 2019,"118,717,300","38,325,293"
Uruguay,October 2019,"147,971,123","41,923,470"
Uruguay,November 2019,"107,432,233","45,103,542"
Uruguay,December 2019,"196,381,592","39,242,956"
Uzbekistan,January 2016,"2,901,096","964,930"
Uzbekistan,February 2016,"5,660,704","898,147"
Uzbekistan,March 2016,"8,519,315","1,214,919"
Uzbekistan,April 2016,"3,655,938","1,104,938"
Uzbekistan,May 2016,"3,489,269","20,705,775"
Uzbekistan,June 2016,"5,636,630","559,840"
Uzbekistan,July 2016,"4,580,078","643,920"
Uzbekistan,August 2016,"126,965,655","516,034"
Uzbekistan,September 2016,"9,999,558","1,572,559"
Uzbekistan,October 2016,"8,854,444","974,705"
Uzbekistan,November 2016,"133,532,167","808,947"
Uzbekistan,December 2016,"4,085,212","655,784"
Uzbekistan,January 2017,"7,391,218","837,734"
Uzbekistan,February 2017,"17,843,967","376,816"
Uzbekistan,March 2017,"5,828,172","914,348"
Uzbekistan,April 2017,"8,708,470","4,948,209"
Uzbekistan,May 2017,"4,114,228","1,465,176"
Uzbekistan,June 2017,"5,703,988","801,108"
Uzbekistan,July 2017,"24,804,022","1,265,139"
Uzbekistan,August 2017,"13,869,220","214,526"
Uzbekistan,September 2017,"5,310,190","997,284"
Uzbekistan,October 2017,"8,096,505","495,346"
Uzbekistan,November 2017,"6,270,522","776,015"
Uzbekistan,December 2017,"28,154,197","1,184,428"
Uzbekistan,January 2018,"7,654,243","1,124,401"
Uzbekistan,February 2018,"5,338,494","1,320,316"
Uzbekistan,March 2018,"9,580,365","904,996"
Uzbekistan,April 2018,"10,603,524","3,443,537"
Uzbekistan,May 2018,"153,314,197","966,189"
Uzbekistan,June 2018,"10,018,489","2,428,293"
Uzbekistan,July 2018,"11,609,635","2,736,028"
Uzbekistan,August 2018,"15,803,275","939,943"
Uzbekistan,September 2018,"7,983,192","2,394,163"
Uzbekistan,October 2018,"35,444,423","617,966"
Uzbekistan,November 2018,"21,772,166","718,915"
Uzbekistan,December 2018,"7,418,207","742,586"
Uzbekistan,January 2019,"4,119,175","801,944"
Uzbekistan,February 2019,"11,381,090","1,192,944"
Uzbekistan,March 2019,"24,330,933","708,995"
Uzbekistan,April 2019,"170,383,539","16,465,191"
Uzbekistan,May 2019,"23,804,256","642,590"
Uzbekistan,June 2019,"45,727,889","1,979,131"
