Commodity,Month,Year,Quarter,Time,Balance ($US),Total Exports Value ($US),Customs Import Value (Gen) ($US)
"Newspapers, Books & Other Published Matter, Nesoi",January,2003,Q1,January 2003,-10299,208596,218895
"Newspapers, Books & Other Published Matter, Nesoi",February,2003,Q1,February 2003,-33941,158182,192123
"Newspapers, Books & Other Published Matter, Nesoi",March,2003,Q1,March 2003,-669691,57574,727265
"Newspapers, Books & Other Published Matter, Nesoi",April,2003,Q2,April 2003,-359074,30318,389392
"Newspapers, Books & Other Published Matter, Nesoi",May,2003,Q2,May 2003,-350796,91664,442460
"Newspapers, Books & Other Published Matter, Nesoi",June,2003,Q2,June 2003,-115604,21254,136858
"Newspapers, Books & Other Published Matter, Nesoi",July,2003,Q3,July 2003,-150790,28086,178876
"Newspapers, Books & Other Published Matter, Nesoi",August,2003,Q3,August 2003,-96530,28717,125247
"Newspapers, Books & Other Published Matter, Nesoi",September,2003,Q3,September 2003,-376892,27068,403960
"Newspapers, Books & Other Published Matter, Nesoi",October,2003,Q4,October 2003,-264929,39143,304072
"Newspapers, Books & Other Published Matter, Nesoi",November,2003,Q4,November 2003,-820011,115441,935452
"Newspapers, Books & Other Published Matter, Nesoi",December,2003,Q4,December 2003,-542189,15290,557479
"Newspapers, Books & Other Published Matter, Nesoi",January,2004,Q1,January 2004,4997951,5199511,201560
"Newspapers, Books & Other Published Matter, Nesoi",February,2004,Q1,February 2004,502207,868114,365907
"Newspapers, Books & Other Published Matter, Nesoi",March,2004,Q1,March 2004,1897183,2151682,254499
"Newspapers, Books & Other Published Matter, Nesoi",April,2004,Q2,April 2004,2345358,2659431,314073
"Newspapers, Books & Other Published Matter, Nesoi",May,2004,Q2,May 2004,2956971,3080222,123251
"Newspapers, Books & Other Published Matter, Nesoi",June,2004,Q2,June 2004,3626101,3841468,215367
"Newspapers, Books & Other Published Matter, Nesoi",July,2004,Q3,July 2004,1173238,1433221,259983
"Newspapers, Books & Other Published Matter, Nesoi",August,2004,Q3,August 2004,1971104,2121334,150230
"Newspapers, Books & Other Published Matter, Nesoi",September,2004,Q3,September 2004,1896014,2086621,190607
"Newspapers, Books & Other Published Matter, Nesoi",October,2004,Q4,October 2004,2292023,2438820,146797
"Newspapers, Books & Other Published Matter, Nesoi",November,2004,Q4,November 2004,1096266,1878884,782618
"Newspapers, Books & Other Published Matter, Nesoi",December,2004,Q4,December 2004,3948047,4835962,887915
"Newspapers, Books & Other Published Matter, Nesoi",January,2005,Q1,January 2005,3670108,4321124,651016
"Newspapers, Books & Other Published Matter, Nesoi",February,2005,Q1,February 2005,46161,1574908,1528747
"Newspapers, Books & Other Published Matter, Nesoi",March,2005,Q1,March 2005,912795,2341507,1428712
"Newspapers, Books & Other Published Matter, Nesoi",April,2005,Q2,April 2005,1525728,2437791,912063
"Newspapers, Books & Other Published Matter, Nesoi",May,2005,Q2,May 2005,2502267,2963553,461286
"Newspapers, Books & Other Published Matter, Nesoi",June,2005,Q2,June 2005,4743081,5131237,388156
"Newspapers, Books & Other Published Matter, Nesoi",July,2005,Q3,July 2005,3750399,4305748,555349
"Newspapers, Books & Other Published Matter, Nesoi",August,2005,Q3,August 2005,2368949,2607960,239011
"Newspapers, Books & Other Published Matter, Nesoi",September,2005,Q3,September 2005,2164865,3197950,1033085
"Newspapers, Books & Other Published Matter, Nesoi",October,2005,Q4,October 2005,4607492,4847044,239552
"Newspapers, Books & Other Published Matter, Nesoi",November,2005,Q4,November 2005,2251500,2680042,428542
"Newspapers, Books & Other Published Matter, Nesoi",December,2005,Q4,December 2005,3330381,3512303,181922
"Newspapers, Books & Other Published Matter, Nesoi",January,2006,Q1,January 2006,4450007,4599759,149752
"Newspapers, Books & Other Published Matter, Nesoi",February,2006,Q1,February 2006,1672502,2212815,540313
"Newspapers, Books & Other Published Matter, Nesoi",March,2006,Q1,March 2006,13989126,14778463,789337
"Newspapers, Books & Other Published Matter, Nesoi",April,2006,Q2,April 2006,4822315,4947786,125471
"Newspapers, Books & Other Published Matter, Nesoi",May,2006,Q2,May 2006,6961364,7149308,187944
"Newspapers, Books & Other Published Matter, Nesoi",June,2006,Q2,June 2006,2446613,2618589,171976
"Newspapers, Books & Other Published Matter, Nesoi",July,2006,Q3,July 2006,5585123,5686493,101370
"Newspapers, Books & Other Published Matter, Nesoi",August,2006,Q3,August 2006,1881164,3222632,1341468
"Newspapers, Books & Other Published Matter, Nesoi",September,2006,Q3,September 2006,1516508,3118919,1602411
"Newspapers, Books & Other Published Matter, Nesoi",October,2006,Q4,October 2006,4824132,6842719,2018587
"Newspapers, Books & Other Published Matter, Nesoi",November,2006,Q4,November 2006,-767979,1796939,2564918
"Newspapers, Books & Other Published Matter, Nesoi",December,2006,Q4,December 2006,4055429,4905840,850411
"Newspapers, Books & Other Published Matter, Nesoi",January,2007,Q1,January 2007,8979537,9363663,384126
"Newspapers, Books & Other Published Matter, Nesoi",February,2007,Q1,February 2007,1271158,1615255,344097
"Newspapers, Books & Other Published Matter, Nesoi",March,2007,Q1,March 2007,2016799,2295386,278587
"Newspapers, Books & Other Published Matter, Nesoi",April,2007,Q2,April 2007,1374082,2295032,920950
"Newspapers, Books & Other Published Matter, Nesoi",May,2007,Q2,May 2007,1192237,1454246,262009
"Newspapers, Books & Other Published Matter, Nesoi",June,2007,Q2,June 2007,1324254,1822182,497928
"Newspapers, Books & Other Published Matter, Nesoi",July,2007,Q3,July 2007,706813,1092618,385805
"Newspapers, Books & Other Published Matter, Nesoi",August,2007,Q3,August 2007,2208488,2447060,238572
"Newspapers, Books & Other Published Matter, Nesoi",September,2007,Q3,September 2007,1777278,2083673,306395
"Newspapers, Books & Other Published Matter, Nesoi",October,2007,Q4,October 2007,1739229,2019020,279791
"Newspapers, Books & Other Published Matter, Nesoi",November,2007,Q4,November 2007,1018871,1195376,176505
"Newspapers, Books & Other Published Matter, Nesoi",December,2007,Q4,December 2007,67837,1498117,1430280
"Newspapers, Books & Other Published Matter, Nesoi",January,2008,Q1,January 2008,1042853,1151129,108276
"Newspapers, Books & Other Published Matter, Nesoi",February,2008,Q1,February 2008,893964,1087772,193808
"Newspapers, Books & Other Published Matter, Nesoi",March,2008,Q1,March 2008,2190068,2328659,138591
"Newspapers, Books & Other Published Matter, Nesoi",April,2008,Q2,April 2008,1548475,1712589,164114
"Newspapers, Books & Other Published Matter, Nesoi",May,2008,Q2,May 2008,1532158,1752181,220023
"Newspapers, Books & Other Published Matter, Nesoi",June,2008,Q2,June 2008,2228357,2546174,317817
"Newspapers, Books & Other Published Matter, Nesoi",July,2008,Q3,July 2008,1310854,1472171,161317
"Newspapers, Books & Other Published Matter, Nesoi",August,2008,Q3,August 2008,1688219,1828429,140210
"Newspapers, Books & Other Published Matter, Nesoi",September,2008,Q3,September 2008,2467885,2569019,101134
"Newspapers, Books & Other Published Matter, Nesoi",October,2008,Q4,October 2008,1810774,1867508,56734
"Newspapers, Books & Other Published Matter, Nesoi",November,2008,Q4,November 2008,1524893,1692380,167487
"Newspapers, Books & Other Published Matter, Nesoi",December,2008,Q4,December 2008,4550873,4744280,193407
"Newspapers, Books & Other Published Matter, Nesoi",January,2009,Q1,January 2009,2952873,3387993,435120
"Newspapers, Books & Other Published Matter, Nesoi",February,2009,Q1,February 2009,1181532,1676358,494826
"Newspapers, Books & Other Published Matter, Nesoi",March,2009,Q1,March 2009,1832644,2409755,577111
"Newspapers, Books & Other Published Matter, Nesoi",April,2009,Q2,April 2009,2815133,3118082,302949
"Newspapers, Books & Other Published Matter, Nesoi",May,2009,Q2,May 2009,1475654,2731732,1256078
"Newspapers, Books & Other Published Matter, Nesoi",June,2009,Q2,June 2009,3225408,4303088,1077680
"Newspapers, Books & Other Published Matter, Nesoi",July,2009,Q3,July 2009,4073009,4522004,448995
"Newspapers, Books & Other Published Matter, Nesoi",August,2009,Q3,August 2009,4780040,5059883,279843
"Newspapers, Books & Other Published Matter, Nesoi",September,2009,Q3,September 2009,4274831,4542233,267402
"Newspapers, Books & Other Published Matter, Nesoi",October,2009,Q4,October 2009,3303596,3426088,122492
"Newspapers, Books & Other Published Matter, Nesoi",November,2009,Q4,November 2009,4440646,4879805,439159
"Newspapers, Books & Other Published Matter, Nesoi",December,2009,Q4,December 2009,6045034,6720081,675047
"Newspapers, Books & Other Published Matter, Nesoi",January,2010,Q1,January 2010,4535956,4734508,198552
"Newspapers, Books & Other Published Matter, Nesoi",February,2010,Q1,February 2010,1542817,1923901,381084
"Newspapers, Books & Other Published Matter, Nesoi",March,2010,Q1,March 2010,8337337,8677036,339699
"Newspapers, Books & Other Published Matter, Nesoi",April,2010,Q2,April 2010,3755277,3883765,128488
"Newspapers, Books & Other Published Matter, Nesoi",May,2010,Q2,May 2010,5027941,5158517,130576
"Newspapers, Books & Other Published Matter, Nesoi",June,2010,Q2,June 2010,6081436,6256225,174789
"Newspapers, Books & Other Published Matter, Nesoi",July,2010,Q3,July 2010,4578965,4724771,145806
"Newspapers, Books & Other Published Matter, Nesoi",August,2010,Q3,August 2010,4479755,4628572,148817
"Newspapers, Books & Other Published Matter, Nesoi",September,2010,Q3,September 2010,3855380,4219409,364029
"Newspapers, Books & Other Published Matter, Nesoi",October,2010,Q4,October 2010,4765133,5090232,325099
"Newspapers, Books & Other Published Matter, Nesoi",November,2010,Q4,November 2010,4130395,4410096,279701
"Newspapers, Books & Other Published Matter, Nesoi",December,2010,Q4,December 2010,5098478,5986665,888187
"Newspapers, Books & Other Published Matter, Nesoi",January,2011,Q1,January 2011,3358358,3631255,272897
"Newspapers, Books & Other Published Matter, Nesoi",February,2011,Q1,February 2011,2900061,3031980,131919
"Newspapers, Books & Other Published Matter, Nesoi",March,2011,Q1,March 2011,6106670,6398724,292054
"Newspapers, Books & Other Published Matter, Nesoi",April,2011,Q2,April 2011,4964422,5186378,221956
"Newspapers, Books & Other Published Matter, Nesoi",May,2011,Q2,May 2011,3441721,3768479,326758
"Newspapers, Books & Other Published Matter, Nesoi",June,2011,Q2,June 2011,3744063,4002862,258799
"Newspapers, Books & Other Published Matter, Nesoi",July,2011,Q3,July 2011,2485631,2800875,315244
"Newspapers, Books & Other Published Matter, Nesoi",August,2011,Q3,August 2011,2734138,4225823,1491685
"Newspapers, Books & Other Published Matter, Nesoi",September,2011,Q3,September 2011,4573706,4784566,210860
"Newspapers, Books & Other Published Matter, Nesoi",October,2011,Q4,October 2011,2977163,3195326,218163
"Newspapers, Books & Other Published Matter, Nesoi",November,2011,Q4,November 2011,3524062,3861523,337461
"Newspapers, Books & Other Published Matter, Nesoi",December,2011,Q4,December 2011,6184400,6284315,99915
"Newspapers, Books & Other Published Matter, Nesoi",January,2012,Q1,January 2012,,,
"Newspapers, Books & Other Published Matter, Nesoi",February,2012,Q1,February 2012,,,
"Newspapers, Books & Other Published Matter, Nesoi",March,2012,Q1,March 2012,,,
"Newspapers, Books & Other Published Matter, Nesoi",April,2012,Q2,April 2012,,,
"Newspapers, Books & Other Published Matter, Nesoi",May,2012,Q2,May 2012,,,
"Newspapers, Books & Other Published Matter, Nesoi",June,2012,Q2,June 2012,,,
"Newspapers, Books & Other Published Matter, Nesoi",July,2012,Q3,July 2012,,,
"Newspapers, Books & Other Published Matter, Nesoi",August,2012,Q3,August 2012,,,
"Newspapers, Books & Other Published Matter, Nesoi",September,2012,Q3,September 2012,,,
"Newspapers, Books & Other Published Matter, Nesoi",October,2012,Q4,October 2012,,,
"Newspapers, Books & Other Published Matter, Nesoi",November,2012,Q4,November 2012,,,
"Newspapers, Books & Other Published Matter, Nesoi",December,2012,Q4,December 2012,,,
"Newspapers, Books & Other Published Matter, Nesoi",January,2013,Q1,January 2013,,,
"Newspapers, Books & Other Published Matter, Nesoi",February,2013,Q1,February 2013,,,
"Newspapers, Books & Other Published Matter, Nesoi",March,2013,Q1,March 2013,,,
"Newspapers, Books & Other Published Matter, Nesoi",April,2013,Q2,April 2013,,,
"Newspapers, Books & Other Published Matter, Nesoi",May,2013,Q2,May 2013,,,
"Newspapers, Books & Other Published Matter, Nesoi",June,2013,Q2,June 2013,,,
"Newspapers, Books & Other Published Matter, Nesoi",July,2013,Q3,July 2013,,,
"Newspapers, Books & Other Published Matter, Nesoi",August,2013,Q3,August 2013,,,
"Newspapers, Books & Other Published Matter, Nesoi",September,2013,Q3,September 2013,,,
"Newspapers, Books & Other Published Matter, Nesoi",October,2013,Q4,October 2013,,,
"Newspapers, Books & Other Published Matter, Nesoi",November,2013,Q4,November 2013,,,
"Newspapers, Books & Other Published Matter, Nesoi",December,2013,Q4,December 2013,,,
"Newspapers, Books & Other Published Matter, Nesoi",January,2014,Q1,January 2014,,,
"Newspapers, Books & Other Published Matter, Nesoi",February,2014,Q1,February 2014,,,
"Newspapers, Books & Other Published Matter, Nesoi",March,2014,Q1,March 2014,,,
"Newspapers, Books & Other Published Matter, Nesoi",April,2014,Q2,April 2014,,,
"Newspapers, Books & Other Published Matter, Nesoi",May,2014,Q2,May 2014,,,
"Newspapers, Books & Other Published Matter, Nesoi",June,2014,Q2,June 2014,,,
"Newspapers, Books & Other Published Matter, Nesoi",July,2014,Q3,July 2014,,,
"Newspapers, Books & Other Published Matter, Nesoi",August,2014,Q3,August 2014,,,
"Newspapers, Books & Other Published Matter, Nesoi",September,2014,Q3,September 2014,,,
"Newspapers, Books & Other Published Matter, Nesoi",October,2014,Q4,October 2014,,,
"Newspapers, Books & Other Published Matter, Nesoi",November,2014,Q4,November 2014,,,
"Newspapers, Books & Other Published Matter, Nesoi",December,2014,Q4,December 2014,,,
"Newspapers, Books & Other Published Matter, Nesoi",January,2015,Q1,January 2015,,,
"Newspapers, Books & Other Published Matter, Nesoi",February,2015,Q1,February 2015,,,
"Newspapers, Books & Other Published Matter, Nesoi",March,2015,Q1,March 2015,,,
"Newspapers, Books & Other Published Matter, Nesoi",April,2015,Q2,April 2015,,,
"Newspapers, Books & Other Published Matter, Nesoi",May,2015,Q2,May 2015,,,
"Newspapers, Books & Other Published Matter, Nesoi",June,2015,Q2,June 2015,,,
"Newspapers, Books & Other Published Matter, Nesoi",July,2015,Q3,July 2015,,,
"Newspapers, Books & Other Published Matter, Nesoi",August,2015,Q3,August 2015,,,
"Newspapers, Books & Other Published Matter, Nesoi",September,2015,Q3,September 2015,,,
"Newspapers, Books & Other Published Matter, Nesoi",October,2015,Q4,October 2015,,,
"Newspapers, Books & Other Published Matter, Nesoi",November,2015,Q4,November 2015,,,
"Newspapers, Books & Other Published Matter, Nesoi",December,2015,Q4,December 2015,,,
"Newspapers, Books & Other Published Matter, Nesoi",January,2016,Q1,January 2016,,,
"Newspapers, Books & Other Published Matter, Nesoi",February,2016,Q1,February 2016,,,
"Newspapers, Books & Other Published Matter, Nesoi",March,2016,Q1,March 2016,,,
"Newspapers, Books & Other Published Matter, Nesoi",April,2016,Q2,April 2016,,,
"Newspapers, Books & Other Published Matter, Nesoi",May,2016,Q2,May 2016,,,
"Newspapers, Books & Other Published Matter, Nesoi",June,2016,Q2,June 2016,,,
"Newspapers, Books & Other Published Matter, Nesoi",July,2016,Q3,July 2016,,,
"Newspapers, Books & Other Published Matter, Nesoi",August,2016,Q3,August 2016,,,
"Newspapers, Books & Other Published Matter, Nesoi",September,2016,Q3,September 2016,,,
"Newspapers, Books & Other Published Matter, Nesoi",October,2016,Q4,October 2016,,,
"Newspapers, Books & Other Published Matter, Nesoi",November,2016,Q4,November 2016,,,
"Newspapers, Books & Other Published Matter, Nesoi",December,2016,Q4,December 2016,,,
"Newspapers, Books & Other Published Matter, Nesoi",January,2017,Q1,January 2017,,,
"Newspapers, Books & Other Published Matter, Nesoi",February,2017,Q1,February 2017,,,
"Newspapers, Books & Other Published Matter, Nesoi",March,2017,Q1,March 2017,,,
"Newspapers, Books & Other Published Matter, Nesoi",April,2017,Q2,April 2017,,,
"Newspapers, Books & Other Published Matter, Nesoi",May,2017,Q2,May 2017,,,
"Newspapers, Books & Other Published Matter, Nesoi",June,2017,Q2,June 2017,,,
"Newspapers, Books & Other Published Matter, Nesoi",July,2017,Q3,July 2017,,,
"Newspapers, Books & Other Published Matter, Nesoi",August,2017,Q3,August 2017,,,
"Newspapers, Books & Other Published Matter, Nesoi",September,2017,Q3,September 2017,,,
"Newspapers, Books & Other Published Matter, Nesoi",October,2017,Q4,October 2017,,,
"Newspapers, Books & Other Published Matter, Nesoi",November,2017,Q4,November 2017,,,
"Newspapers, Books & Other Published Matter, Nesoi",December,2017,Q4,December 2017,,,
"Newspapers, Books & Other Published Matter, Nesoi",January,2018,Q1,January 2018,,,
"Newspapers, Books & Other Published Matter, Nesoi",February,2018,Q1,February 2018,,,
"Newspapers, Books & Other Published Matter, Nesoi",March,2018,Q1,March 2018,,,
"Newspapers, Books & Other Published Matter, Nesoi",April,2018,Q2,April 2018,,,
"Newspapers, Books & Other Published Matter, Nesoi",May,2018,Q2,May 2018,,,
"Newspapers, Books & Other Published Matter, Nesoi",June,2018,Q2,June 2018,,,
"Newspapers, Books & Other Published Matter, Nesoi",July,2018,Q3,July 2018,,,
"Newspapers, Books & Other Published Matter, Nesoi",August,2018,Q3,August 2018,,,
"Newspapers, Books & Other Published Matter, Nesoi",September,2018,Q3,September 2018,,,
"Newspapers, Books & Other Published Matter, Nesoi",October,2018,Q4,October 2018,,,
"Newspapers, Books & Other Published Matter, Nesoi",November,2018,Q4,November 2018,,,
"Newspapers, Books & Other Published Matter, Nesoi",December,2018,Q4,December 2018,,,
"Newspapers, Books & Other Published Matter, Nesoi",January,2019,Q1,January 2019,,,
"Newspapers, Books & Other Published Matter, Nesoi",February,2019,Q1,February 2019,,,
"Newspapers, Books & Other Published Matter, Nesoi",March,2019,Q1,March 2019,,,
"Newspapers, Books & Other Published Matter, Nesoi",April,2019,Q2,April 2019,,,
"Newspapers, Books & Other Published Matter, Nesoi",May,2019,Q2,May 2019,,,
"Newspapers, Books & Other Published Matter, Nesoi",June,2019,Q2,June 2019,,,
"Newspapers, Books & Other Published Matter, Nesoi",July,2019,Q3,July 2019,,,
"Newspapers, Books & Other Published Matter, Nesoi",August,2019,Q3,August 2019,,,
"Newspapers, Books & Other Published Matter, Nesoi",September,2019,Q3,September 2019,,,
"Newspapers, Books & Other Published Matter, Nesoi",October,2019,Q4,October 2019,,,
"Newspapers, Books & Other Published Matter, Nesoi",November,2019,Q4,November 2019,,,
"Newspapers, Books & Other Published Matter, Nesoi",December,2019,Q4,December 2019,,,
Published Printed Music And Music Manuscr,January,2002,Q1,January 2002,,,
Published Printed Music And Music Manuscr,February,2002,Q1,February 2002,,,
Published Printed Music And Music Manuscr,March,2002,Q1,March 2002,,,
Published Printed Music And Music Manuscr,April,2002,Q2,April 2002,,,
Published Printed Music And Music Manuscr,May,2002,Q2,May 2002,,,
Published Printed Music And Music Manuscr,June,2002,Q2,June 2002,,,
Published Printed Music And Music Manuscr,July,2002,Q3,July 2002,,,
Published Printed Music And Music Manuscr,August,2002,Q3,August 2002,,,
Published Printed Music And Music Manuscr,September,2002,Q3,September 2002,,,
Published Printed Music And Music Manuscr,October,2002,Q4,October 2002,,,
Published Printed Music And Music Manuscr,November,2002,Q4,November 2002,,,
Published Printed Music And Music Manuscr,December,2002,Q4,December 2002,,,
Published Printed Music And Music Manuscr,January,2003,Q1,January 2003,,,
Published Printed Music And Music Manuscr,February,2003,Q1,February 2003,,,
Published Printed Music And Music Manuscr,March,2003,Q1,March 2003,,,
Published Printed Music And Music Manuscr,April,2003,Q2,April 2003,,,
Published Printed Music And Music Manuscr,May,2003,Q2,May 2003,,,
Published Printed Music And Music Manuscr,June,2003,Q2,June 2003,,,
Published Printed Music And Music Manuscr,July,2003,Q3,July 2003,,,
Published Printed Music And Music Manuscr,August,2003,Q3,August 2003,,,
Published Printed Music And Music Manuscr,September,2003,Q3,September 2003,,,
Published Printed Music And Music Manuscr,October,2003,Q4,October 2003,,,
Published Printed Music And Music Manuscr,November,2003,Q4,November 2003,,,
Published Printed Music And Music Manuscr,December,2003,Q4,December 2003,,,
Published Printed Music And Music Manuscr,January,2004,Q1,January 2004,,,
Published Printed Music And Music Manuscr,February,2004,Q1,February 2004,,,
Published Printed Music And Music Manuscr,March,2004,Q1,March 2004,,,
Published Printed Music And Music Manuscr,April,2004,Q2,April 2004,,,
Published Printed Music And Music Manuscr,May,2004,Q2,May 2004,,,
Published Printed Music And Music Manuscr,June,2004,Q2,June 2004,,,
Published Printed Music And Music Manuscr,July,2004,Q3,July 2004,,,
Published Printed Music And Music Manuscr,August,2004,Q3,August 2004,,,
Published Printed Music And Music Manuscr,September,2004,Q3,September 2004,,,
Published Printed Music And Music Manuscr,October,2004,Q4,October 2004,,,
Published Printed Music And Music Manuscr,November,2004,Q4,November 2004,,,
Published Printed Music And Music Manuscr,December,2004,Q4,December 2004,,,
Published Printed Music And Music Manuscr,January,2005,Q1,January 2005,,,
Published Printed Music And Music Manuscr,February,2005,Q1,February 2005,,,
Published Printed Music And Music Manuscr,March,2005,Q1,March 2005,,,
Published Printed Music And Music Manuscr,April,2005,Q2,April 2005,,,
Published Printed Music And Music Manuscr,May,2005,Q2,May 2005,,,
Published Printed Music And Music Manuscr,June,2005,Q2,June 2005,,,
Published Printed Music And Music Manuscr,July,2005,Q3,July 2005,,,
Published Printed Music And Music Manuscr,August,2005,Q3,August 2005,,,
Published Printed Music And Music Manuscr,September,2005,Q3,September 2005,,,
Published Printed Music And Music Manuscr,October,2005,Q4,October 2005,,,
Published Printed Music And Music Manuscr,November,2005,Q4,November 2005,,,
Published Printed Music And Music Manuscr,December,2005,Q4,December 2005,,,
Published Printed Music And Music Manuscr,January,2006,Q1,January 2006,,,
Published Printed Music And Music Manuscr,February,2006,Q1,February 2006,,,
Published Printed Music And Music Manuscr,March,2006,Q1,March 2006,,,
Published Printed Music And Music Manuscr,April,2006,Q2,April 2006,,,
Published Printed Music And Music Manuscr,May,2006,Q2,May 2006,,,
Published Printed Music And Music Manuscr,June,2006,Q2,June 2006,,,
Published Printed Music And Music Manuscr,July,2006,Q3,July 2006,,,
Published Printed Music And Music Manuscr,August,2006,Q3,August 2006,,,
Published Printed Music And Music Manuscr,September,2006,Q3,September 2006,,,
Published Printed Music And Music Manuscr,October,2006,Q4,October 2006,,,
Published Printed Music And Music Manuscr,November,2006,Q4,November 2006,,,
Published Printed Music And Music Manuscr,December,2006,Q4,December 2006,,,
Published Printed Music And Music Manuscr,January,2007,Q1,January 2007,,,
Published Printed Music And Music Manuscr,February,2007,Q1,February 2007,,,
Published Printed Music And Music Manuscr,March,2007,Q1,March 2007,,,
Published Printed Music And Music Manuscr,April,2007,Q2,April 2007,,,
Published Printed Music And Music Manuscr,May,2007,Q2,May 2007,,,
Published Printed Music And Music Manuscr,June,2007,Q2,June 2007,,,
Published Printed Music And Music Manuscr,July,2007,Q3,July 2007,,,
Published Printed Music And Music Manuscr,August,2007,Q3,August 2007,,,
Published Printed Music And Music Manuscr,September,2007,Q3,September 2007,,,
Published Printed Music And Music Manuscr,October,2007,Q4,October 2007,,,
Published Printed Music And Music Manuscr,November,2007,Q4,November 2007,,,
Published Printed Music And Music Manuscr,December,2007,Q4,December 2007,,,
Published Printed Music And Music Manuscr,January,2008,Q1,January 2008,,,
Published Printed Music And Music Manuscr,February,2008,Q1,February 2008,,,
Published Printed Music And Music Manuscr,March,2008,Q1,March 2008,,,
Published Printed Music And Music Manuscr,April,2008,Q2,April 2008,,,
Published Printed Music And Music Manuscr,May,2008,Q2,May 2008,,,
Published Printed Music And Music Manuscr,June,2008,Q2,June 2008,,,
Published Printed Music And Music Manuscr,July,2008,Q3,July 2008,,,
Published Printed Music And Music Manuscr,August,2008,Q3,August 2008,,,
Published Printed Music And Music Manuscr,September,2008,Q3,September 2008,,,
Published Printed Music And Music Manuscr,October,2008,Q4,October 2008,,,
Published Printed Music And Music Manuscr,November,2008,Q4,November 2008,,,
Published Printed Music And Music Manuscr,December,2008,Q4,December 2008,,,
Published Printed Music And Music Manuscr,January,2009,Q1,January 2009,,,
Published Printed Music And Music Manuscr,February,2009,Q1,February 2009,,,
Published Printed Music And Music Manuscr,March,2009,Q1,March 2009,,,
Published Printed Music And Music Manuscr,April,2009,Q2,April 2009,,,
Published Printed Music And Music Manuscr,May,2009,Q2,May 2009,,,
Published Printed Music And Music Manuscr,June,2009,Q2,June 2009,,,
Published Printed Music And Music Manuscr,July,2009,Q3,July 2009,,,
Published Printed Music And Music Manuscr,August,2009,Q3,August 2009,,,
Published Printed Music And Music Manuscr,September,2009,Q3,September 2009,,,
Published Printed Music And Music Manuscr,October,2009,Q4,October 2009,,,
Published Printed Music And Music Manuscr,November,2009,Q4,November 2009,,,
Published Printed Music And Music Manuscr,December,2009,Q4,December 2009,,,
Published Printed Music And Music Manuscr,January,2010,Q1,January 2010,,,
Published Printed Music And Music Manuscr,February,2010,Q1,February 2010,,,
Published Printed Music And Music Manuscr,March,2010,Q1,March 2010,,,
Published Printed Music And Music Manuscr,April,2010,Q2,April 2010,,,
Published Printed Music And Music Manuscr,May,2010,Q2,May 2010,,,
Published Printed Music And Music Manuscr,June,2010,Q2,June 2010,,,
Published Printed Music And Music Manuscr,July,2010,Q3,July 2010,,,
Published Printed Music And Music Manuscr,August,2010,Q3,August 2010,,,
Published Printed Music And Music Manuscr,September,2010,Q3,September 2010,,,
Published Printed Music And Music Manuscr,October,2010,Q4,October 2010,,,
Published Printed Music And Music Manuscr,November,2010,Q4,November 2010,,,
Published Printed Music And Music Manuscr,December,2010,Q4,December 2010,,,
Published Printed Music And Music Manuscr,January,2011,Q1,January 2011,,,
Published Printed Music And Music Manuscr,February,2011,Q1,February 2011,,,
Published Printed Music And Music Manuscr,March,2011,Q1,March 2011,,,
Published Printed Music And Music Manuscr,April,2011,Q2,April 2011,,,
Published Printed Music And Music Manuscr,May,2011,Q2,May 2011,,,
Published Printed Music And Music Manuscr,June,2011,Q2,June 2011,,,
Published Printed Music And Music Manuscr,July,2011,Q3,July 2011,,,
Published Printed Music And Music Manuscr,August,2011,Q3,August 2011,,,
Published Printed Music And Music Manuscr,September,2011,Q3,September 2011,,,
Published Printed Music And Music Manuscr,October,2011,Q4,October 2011,,,
Published Printed Music And Music Manuscr,November,2011,Q4,November 2011,,,
Published Printed Music And Music Manuscr,December,2011,Q4,December 2011,,,
Published Printed Music And Music Manuscr,January,2012,Q1,January 2012,,,
Published Printed Music And Music Manuscr,February,2012,Q1,February 2012,,,
Published Printed Music And Music Manuscr,March,2012,Q1,March 2012,,,
Published Printed Music And Music Manuscr,April,2012,Q2,April 2012,,,
Published Printed Music And Music Manuscr,May,2012,Q2,May 2012,,,
Published Printed Music And Music Manuscr,June,2012,Q2,June 2012,,,
Published Printed Music And Music Manuscr,July,2012,Q3,July 2012,,,
Published Printed Music And Music Manuscr,August,2012,Q3,August 2012,,,
Published Printed Music And Music Manuscr,September,2012,Q3,September 2012,,,
Published Printed Music And Music Manuscr,October,2012,Q4,October 2012,,,
Published Printed Music And Music Manuscr,November,2012,Q4,November 2012,,,
Published Printed Music And Music Manuscr,December,2012,Q4,December 2012,,,
Published Printed Music And Music Manuscr,January,2013,Q1,January 2013,,,
Published Printed Music And Music Manuscr,February,2013,Q1,February 2013,,,
Published Printed Music And Music Manuscr,March,2013,Q1,March 2013,,,
Published Printed Music And Music Manuscr,April,2013,Q2,April 2013,,,
Published Printed Music And Music Manuscr,May,2013,Q2,May 2013,,,
Published Printed Music And Music Manuscr,June,2013,Q2,June 2013,,,
Published Printed Music And Music Manuscr,July,2013,Q3,July 2013,,,
Published Printed Music And Music Manuscr,August,2013,Q3,August 2013,,,
Published Printed Music And Music Manuscr,September,2013,Q3,September 2013,,,
Published Printed Music And Music Manuscr,October,2013,Q4,October 2013,,,
Published Printed Music And Music Manuscr,November,2013,Q4,November 2013,,,
